Bad-ID,Badtyp,Name,Straße,Postleitzahl,Ort,Ansprechpartner,Telefon,E-Mail-Adresse,Webseite,Gemeindekennzahl,Längengrad,Breitengrad,"Ganzjährig geöffnet","Beginn der Sommerzeit","Ende der Sommerzeit","Beginn der Winterzeit","Ende der Winterzeit",Baujahr,"Baukosten bei Fertigstellung","Währung der Baukosten","Baukosten heute (Euro)",Eigentümer,"Name des Eigentümers",Betreiber,"Name des Betreibers",Eigentümer-Risiko,Betreiber-Risiko,Besucher,"Eintritt Erwachsene","Ermäßigung Kind","Ermäßigung Familie","Ermäßigung Behinderte","Ermäßigung Senioren",Frühtarif,Abendtarif,Schulsport,"ÖPNV Strecke","ÖPNV <500m","PKW Parkplätze","Fahrrad Parkplätze","Behinderten Parkplätze",E-Ladestationen,"Gegenstrom Anlage",Schwimmwanderkanal,"10m Sprungturm","7,5m Sprungturm","5m Sprungturm","3m Sprungturm","3m Sprungbrett","1m Sprungbrett",Großrutsche,Kinderrutsche,"Separates Rutschbecken",Restaurant,Bistro,Essensautomat,"Bewirtung für Badegäste","Bewirtung öffentlich","Sportangebot an Land","Fläche Umkleide","Anzahl Sammelumkleiden","Anzahl Einzelumkleiden","Anzahl Spinde","Rollstuhl Stellplätze","Unterfahrbarer Waschtisch","Breite Liegen","Extra große Spinde","Barrierefreiheit Sonstiges","Kursraum ohne Geräte","Ausstattung Kursraum","Kursraum mit Geräten","Geräte Kursraum","Liegewiese Größe","Spielfläche Größe",einrichtung_spielflaeche,"Spielplatz Größe","Spielplatz Geräte","Beachfeld Größe",FKK-Fläche,"Installierte Fitnessgeräte","Sonstige Freiflächen","Sauna Fläche","Anzahl Saunen","Anzahl Solarien","Anzahl Massagen",Poollifter,"Barrierefreie Rutsche","Wasserabwesender Rollstuhl","Breite Gänge","Taktiles Leitsystem","Optische und akustische Anzeigen","Manuelles Kassensystem","Automatisches Kassensystem","Anlage dauerhaft geschlossen","Schließung Begründung","Anlage temporär geschlossen",Schließdatum,"Einschränkung Schwimmbetrieb","Einschränkungen Beschreibung","Einschränkung Funktion","Einschränkungen Funktion Beschreibung",WLAN,"Öffentliches Wlan",Mobilfunkstandard,"Badebetrieb neben Wettkampf","Energieeffiziente Maßnahmen","Zusätzliche Angebote","Nutzung durch Vereine","Nutzung durch Schulen","Nutzung durch Bürger","Nutzung durch Firmen","Nutzung durch VHS","Kommerzielle Nutzung","Sonstige Nutzer","Anteil Vereine","Anteil Schulen","Anteil Bürger","Anteil Firmen","Anteil VHS","Anteil Kommerzielle Nutzung","Anteil Sonstige Nutzer",Stundentarif,"Sonstige Tarife","Sonstige Sprungbretter",Startblöcke,"Anzahl Startblöcke",Kommentar,Öffnungsdatum,"Wettkampftauglichkeit Schwimmen","Wettkampftauglichkeit Wasserball","Wettkampftauglichkeit Springen","Wettkampftauglichkeit Rettungsschwimmen","Wettkampftauglichkeit Synchronschwimmen","Wettkampftauglichkeit Tauchen","Badpate vorhanden",Erweiterungen,Sanierungen,Förderungen
7271,Freibad,"Camping Paul","Viersbrücken 9",51491,Overath,,"02206 2751",,www.camping-paul.de,05378024,7.301628,50.912209,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7273,Freibad,"Freibad KIEZ Kindererholungszentrum","Am Braunsteich 6",02943,Weißwasser,,"03576 253160",info@kiezbraunsteich.de,www.kiezbraunsteich.de/unser-kiez.html,14626600,14.673924,51.505860,,,,,,,,,,Verein,"Kindererholungszentrum ""Am Braunsteich"" e.V.",Verein,"Kindererholungszentrum ""Am Braunsteich"" e.V.",,,,4,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Kinderhort,,,ja,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7298,Hallenbad,"Sauna Sportclub Universum","Dorfstr. 17",02953,Gablenz,,"03576 207464",grit.karger@sportclubuniversum.de,www.sportclubuniversum.de,14626100,14.663271,51.533652,ja,,,,,,,,,Privat,"Sportclub Universum Gablenz Grit Vorwerg",Privat,"Sportclub Universum Gablenz Grit Vorwerg",,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
7307,Hallenbad,"Mehrzweckhalle Süd","Friedensstraße 2",65451,Kelsterbach,"Lisa Hampel","06107 773415",vermietung@kelsterbach.de,,06433007,8.52805,50.05766,,,,,,,,,,"Gemeinde oder Stadt",,,,,,,,,,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,Mehrzweckhalle,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7310,Hallenbad,"Bad- und Campingparadies Nixi","Am Bad 1a",01744,Paulsdorf,,,,www.spottocamp.com/de/campsites/bad-und-campingparadies-nixi-paulsdorf,14628060,13.651702,50.917097,ja,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,,,,Minigolf,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
7312,Freibad,"Sommerbad Neukirchen","Weststraße 53",09221,"Neukirchen (Erzgebirge)",,"0371 217282",,www.freizeitengel.de/Angebot/Sommerbad-Neukirchen/auswahl?p=8366,14521410,12.854007,50.781101,nein,Mai,September,,,,,,,,,,,,,,3,ja,nein,nein,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,ja,,ja,,"Volleyball, Fußball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Klettergerüst,,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
7314,Freizeitbad,"Therme Miriquidi Thermalbad Wiesenbad","Freiberger Straße 33",09488,"Thermalbad Wiesenbad",,"03733 5041289",kur@wiesenbad.de,www.wiesenbad.de/thermalbad/,14521630,13.044444,50.618680,ja,,,,,,,,,Privat,"Thermalbad Wiesenbad Gesellschaft für Kur und Rehabilitation mbH",Privat,"Thermalbad Wiesenbad Gesellschaft für Kur und Rehabilitation mbH",,,,9.5,ja,nein,ja,nein,nein,ja,nein,150,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,ja,"5er Karte, 10er Karte",,nein,,,,,,,,,,nein,,,
7315,Freibad,"Seebad Schildau","Dahlienweg 1",04889,Belgern-Schildau,,"034221 50406",seebad@stadtbelgernschildau.de,www.belgernschildau.de/seite/170985/seebad-schildau.html,14730045,12.945992,51.469811,,,,,,,,,,,,,,,,,3.5,ja,nein,ja,nein,nein,ja,nein,180,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,ja,ja,,,,,,,,,,,,ja,"10er Karte, Saisonkarte",,nein,,,,,,,,,,nein,,,
7322,Freizeitbad,"Hallenfreizeitbad Meckenheim","Siebengebirgsring 6",53340,Meckenheim,,"02225 917475",info@hallenbad-meckenheim.de,www.hallenbad-meckenheim.de,05382032,7.042946,50.624507,ja,,,,,1979,,,,,,Verein,,,,,4,ja,nein,ja,nein,,nein,nein,400,ja,,,,,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,nein,nein,nein,nein,ja,ja,"Tischtennis, Federball, Volleyball",,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,,,,,,,,ja,Zehnerkarte,,ja,,,,,,,,,,nein,,,
7326,Freibad,"Pleiser Camp","Pleiserhohner Str. 12",53639,Königswinter,,"01522 8426372",info@pleiser-camp.de,www.pleiser-camp.de,05382024,7.286673,50.719529,,,,,,,,,,,,,,,,,,,,,,,,nein,,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7336,Freibad,"Erlebnisbad Dorfhain","Schulstraße 3",01738,Dorfhain,,"035055 61642",,www.dorfhain.de/index.php/tourismus/freizeitbad-dorfhain,14628090,13.562770,50.935131,nein,Mai,September,,,,,,,,,,,,,,7,ja,ja,nein,nein,nein,ja,nein,140,ja,,,,,nein,ja,nein,nein,nein,nein,nein,nein,ja,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,,ja,,,,,,,,,,,,nein,Saisonkarte,,ja,5,,,,,,,,,nein,,,
7337,Freibad,"Freibad Geithain","Bruchheimer Str.",04643,Geithain,,"034341 42597",,www.geithain.net/index.php/freizeit-kultur-tourismus/tourismus/freibad,14729150,12.699671,51.049631,nein,Mai,September,,,,,,,,,,,,,,2.8,ja,nein,nein,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,ja,ja,ja,ja,ja,nein,nein,ja,,,,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,ja,,,,,,,,,,nein,,,
7338,Freibad,"Waldbad Colditz","Im Tiergarten 5",04680,Colditz,,"034381 43590",,www.campingplatz-colditz.de/,14729080,12.832445,51.131105,nein,Mai,September,,,,,,,,,,,,,,3.5,ja,nein,nein,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,Saisonkarte,,ja,4,,,,,,,,,nein,,,
7339,Freibad,"Freibad Neukieritzsch","Badstr. 5",04575,Neukieritzsch,,"034296 76617",konform@t-online.de,www.freibaeder-konform.de/freibad-neukieritzsch/,14729320,12.409201,51.147555,nein,Mai,September,,,,,,,,,,,,,,2.5,ja,ja,nein,nein,nein,nein,nein,450,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,nein,,,,,,,,,,nein,,,
7340,Freibad,"Stadtbad Pegau","Flur am Stadtbad 4",04523,Pegau,,"034296 76617",dl-konform@t-online.de,www.freibaeder-konform.de/freibad-pegau/,14729350,12.251433,51.161768,nein,Mai,September,,,,,,,,,,,,,,3,ja,nein,nein,nein,nein,nein,nein,400,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte",,,,,,,,,,,,nein,,,
7341,Freibad,"Freibad Regis-Breitingen","Am Freibad 1",04565,Regis-Breitingen,,"034343 55942",,www.freibad-regis.de/,14729360,12.450143,51.093321,nein,Mai,September,,,1971,,,,,,,,,,,,,,,,,,nein,500,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,ja,,"Volleyball, Tischtennis, Basketball, Bolzplatz",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
7342,Freibad,"Naturfreibad Frohburg","Am Stadtbad",04654,Frohburg,,"034348 51674",,www.frohburg.de/kultur-tourismus/naturfreibad/,14729140,12.562543,51.055395,nein,Mai,September,,,,,,,,,,,,,,2.5,ja,ja,nein,nein,nein,ja,nein,350,ja,,,,,nein,nein,,nein,ja,ja,ja,ja,nein,ja,nein,nein,ja,,ja,,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
7343,Freibad,"Waldbad Naunhof","Wiesenstraße 48 b",04683,Naunhof,,"034293 45257",info@naunhof.de,www.naunhof.de/verzeichnis/visitenkarte.php?mandat=189888,14729300,12.587190,51.271941,nein,Mai,September,,,,,,,,,,,,,,3.5,ja,ja,ja,nein,nein,ja,nein,400,ja,,,,,nein,nein,nein,nein,ja,ja,nein,nein,nein,,,nein,ja,,ja,,"Beachvolleyball, Beachhandball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,,ja,,,,,,,,,,,,nein,"5er Karte, 10er Karte, Jahreskarte",,ja,,,,,,,,,,nein,,,
7344,Freibad,"Waldbad Zwenkau","Anna-Seghers-Straße 15",04442,Zwenkau,,"034203 52149",sabine.hauser@stadt-zwenkau.de,www.zwenkau.de/index.php/tourismus-und-freizeit/sport-undfreizeitstaetten/waldbad,14729430,12.323890,51.221481,nein,Mai,September,,,,,,,,,,,,,,2.5,ja,ja,ja,nein,nein,ja,nein,500,ja,,,,,nein,nein,nein,nein,nein,ja,,,nein,ja,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,Saisonkarte,,,,,,,,,,,,nein,,,
7345,Freibad,"Freizeitbad Böhlitz","Badstr. 22",04808,Thallwitz,,,,www.freibaeder-konform.de/freizeitbad-boehlitz/,14729380,12.753695,51.440847,nein,Mai,September,,,,,,,,,,,,,,3,ja,ja,nein,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,ja,ja,ja,ja,ja,nein,nein,ja,,ja,,"Volleyball, Basketball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,ja,,,,,,,,,,nein,,,
7347,Freibad,"Freibad Altmittweida",Badstraße,09648,Altmittweida,,"03727 2148",,www.gemeinde-altmittweida.de/freibad,14522010,12.964333,50.965141,nein,Mai,September,,,,,,,,,,,,,,2.5,ja,nein,ja,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,,Tischtennis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,,ja,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,nein,,,,,,,,,,nein,,,
7348,Freibad,"Freibad Gebersbach",K7530,04736,Waldheim,,,,www.freizeitengel.de/Angebot/Freibad-Gebersbach/auswahl?p=4973,14522570,13.068493,51.085639,nein,Mai,September,,,,,,,,,,,,,,3,ja,nein,nein,nein,nein,nein,nein,200,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,ja,,"Fußballfeld, 2 Volleyballfelder, Tischtennisplatte",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,"Spielplatz, Grillplatz",,,ja,,,,,,,,,,,,nein,,,,,,,,,,,,,nein,,,
7349,Freibad,"Freibad Eppendorf","Wiesenstraße 11 c",09575,Eppendorf,,"037293 70095",,www.gemeinde-eppendorf.de/gemeindeleben/freibad.php,14522110,13.231391,50.796195,nein,Mai,September,,,,,,,,,Verein,"Badverein Eppendorf/Sa. e. V.",,,,2.5,ja,nein,nein,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,nein,nein,ja,,,,"Beachvolleyballfeld, Skaterbahn",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,,ja,,,,,,,,,,,,nein,"10er Karte",,,,,,,,,,,,nein,,,
7350,Freibad,"Erlebnisbad Mittweida","Leipziger Straße 15",09648,Mittweida,,"03727 979 9307",eb.sport@mittweida.de,,14522360,12.961764,50.989909,nein,Mai,September,,,,,,,,,,,,,,3,ja,nein,nein,nein,nein,ja,nein,450,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,nein,ja,,ja,,"Beachvolleyball, Beach-Fußball, Streetball, Minigolf, Skatepark",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,,,,,,,,,,,nein,,,
7351,Freibad,"Freibad Lugau","Am Stadtbad 1",09385,Lugau,,"037295 6156",,www.stadt-lugau.de/webs/index.php?id=225,14521380,12.755736,50.741674,nein,Mai,September,,,1924,,,,,,,,,,,3,ja,ja,ja,nein,,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,,nein,nein,ja,,ja,,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,ja,,,,,,,,,,nein,,,
7352,Freibad,"Freibad Brambach",Forststraße,08648,"Bad Brambach",,"037438 20509",info@bad-brambach.de,www.vogtland.de/freizeit/baden-und-wasser/bad-brambach/freibad-bad-brambach/2646.html,14523030,12.312328,50.224719,nein,Mai,September,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
7354,Freibad,"Freibad Treuen","Auerbacher Straße",08233,Treuen,,"037468 6380",,www.treuen.de/treuen/content/16/20140922140254.asp,14523430,12.316185,50.534881,nein,Mai,September,,,1898,,,,,,,,,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,,,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,nein,,,
7360,Hallenbad,"Hallenbad Much","Schulstraße 12-14",53804,Much,,"02245 5545",hallenbad@much.de,www.much.de/verwaltung/dienstleistungen/dienstleistung.php?id=1106&menuid=4,05382036,7.401408,50.903281,ja,,,,,,,,,,,,,,,,2.5,ja,nein,ja,nein,nein,nein,ja,160,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,Zwanzigerkarte,,nein,,,,,,,,,,nein,,,
7362,Freibad,"Camping Krawinkel","Bogenstraße 26",53819,Neunkirchen-Seelscheid,,"02247 912303",info@camping-krawinkel.de,www.camping-krawinkel.de,05382040,7.368910,50.846090,nein,,,,,,,,,,,,,,,,3.5,ja,nein,nein,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7364,Freibad,"Stadtbad Stolpen","Bahnhofstr. 14a",01833,Stolpen,,"0152 05659174",,www.stolpen.de/kultur-freizeit/stadtbad.php,14628380,14.085724,51.043364,nein,Mai,September,,,,,,,,,,,,,,2.5,ja,nein,nein,nein,nein,nein,nein,400,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,,,nein,,,,,,,,,,nein,,,
7366,Freibad,"Freibad Neumark","Badsteig 5",08496,Neumark,,"037600 764164",neumarker.badoase@gmx.de,www.neumarker-badoase.de/428097084,14523280,12.354915,50.653472,,,,,,1920,,,,,,Verein,"Neumarker-Badoase agil e.V.",,,,3.5,ja,nein,ja,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,ja,,nein,nein,ja,,ja,,"Volleyball, Tischtennis, Fußball",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,ja,,ja,,,,,,,,,,,,nein,"10er Karte",,,,,,,,,,,,nein,,,
7367,Freibad,"Freibad Wildenau","Obercrinitzer Str. 11",08237,Steinberg,,"037462 4925",,www.gemeinde-steinberg.de/inhalte/steinberg/_inhalt/gemeinde/einrichtungen/freibaeder/freibad_wildenau/freibad_wildenau,14523380,12.458787,50.557169,nein,Mai,September,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,,ja,,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,,ja,,,,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7368,Freibad,"Freibad Mylau","Lengenfelder Straße",08499,Mylau,"Roland Schmelzer","03765 392939",,www.reichenbach-vogtland.de/kultur-freizeit/freibaeder/freibad-mylau/,14523340,12.269709,50.612634,,,,,,,,,,,,,,,,,2.5,ja,ja,nein,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,,,nein,ja,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,,ja,,,,,,,,,,,,nein,"10er Karte",,,,,,,,,,,,nein,,,
7369,Freibad,"Freibad Elstergarten","Elsterstr. 15",08606,Oelsnitz,,"037421 22619",info@elstergarten.de,www.elstergarten.de,14521450,12.170642,50.410183,nein,Mai,September,,,,,,,,,,,,,,3.5,ja,ja,ja,nein,nein,ja,nein,,nein,,,,,nein,nein,nein,nein,ja,ja,ja,ja,,,,nein,ja,,ja,,"Beachvolleyball, Tischtennis",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,Spielplatz,,,ja,,,,,,,,,,,,nein,"10er Karte, Saisonkarte",,ja,,,,,,,,,,nein,,,
7375,Hallenbad,"Dive4Life Tauchcenter","Zeithstraße 110",53721,Siegburg,,"02241 9572185",shop@dive4life.de,www.dive4life.de,05382060,7.219276,50.802341,,,,,,,,,,,,,,,,,,,,,,,,nein,140,ja,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,nein,nein,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7378,Hallenbad,"SSV Merten ","Klosterstraße 2",53332,Bornheim,,,,www.ssv-merten.de/aquagymnastik/therapiebecken/,05382012,6.92071,50.77661,ja,,,,,,,,,Sonstige,"GFO ",,,,,,,,,,,,,nein,,,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,ja,"Nur ASV Bornheim, andere Nutzer durch Vermieter nicht geduldet",ja,"Technik marode ",,,,,,,ja,nein,nein,nein,nein,nein,,,,,,,,,,,,nein,,,,,,,,,,nein,,,
7385,Freibad,"Waldschwimmbad Brug","Am Sportplatz 10",25712,Burg,,"04825 8857",,,01051016,9.25378,54.00177,nein,Mai,September,,,,,,,"Gemeinde oder Stadt","Burg (Dithmarschen)","Gemeinde oder Stadt","Burg (Dithmarschen",,,,,,,,,,,nein,,,,,,,nein,ja,nein,nein,nein,nein,ja,ja,ja,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,,,,,,,,,,,,,ja,,,,,,,,,,nein,,,
7386,Freibad,"Campingplatz Eidertal Freibad","Eiderstraße 20",25788,Delve,,"04803 1058",info@eidertal-camping.de,www.eidertal-camping.de//angebot/freibad/,01051020,9.25769,54.30576,nein,Mai,September,,,,,,,Privat,"Eidertal Camping GmbH",Privat,"Eidertal Camping GmbH",,,,,,,,,,,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,nein,ja,ja,nein,ja,ja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,,nein,,nein,nein,ja,"Gäste Campingplatz",,,,,,,,,,,nein,,,,,,,,,,nein,,,
7387,Freibad,"Waldschwimmbad Nordhastedt","Nordhastedter Feldweg",25785,Nordhastedt,,"04804 474",,www.spd-nordhastedt.de/2018/06/01/unser-waldschwimmbad/,01051082,9.20058,54.17743,nein,Mai,September,,,,,,,"Gemeinde oder Stadt",Nordhastedt,"Gemeinde oder Stadt",Nordhastedt,,,,2.5,ja,ja,,nein,nein,nein,nein,,,,,,,nein,nein,nein,nein,nein,nein,ja,ja,ja,ja,nein,nein,ja,nein,ja,nein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,nein,,,,,,,,,nein,"10er Karte, Saisonkarte",,nein,,,,,,,,,,nein,,,
7388,Freibad,"Freibad Pahlen","Mühlenberg 45",25794,Pahlen,,"04803 467",,www.echt-dithmarschen.de/typisch-dithmarschen/sehenswuerdigkeiten/details/freibad-pahlen/,01051088,9.29825,54.26375,nein,Mai,September,,,,,,,Kreis,"Kreis Dithmarschen",Kreis,"Kreis Dithmarschen",,,,2,ja,ja,ja,nein,nein,nein,nein,,nein,,,,,nein,nein,nein,nein,nein,nein,nein,nein,nein,,nein,nein,ja,nein,ja,nein,Beachvolleyball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nein,,nein,,,,,,,,,,,,ja,ja,ja,nein,nein,ja,,,,,,,,,nein,"10er Karte, Saisonkarte, nicht bade Tarif",,ja,,,,,,,,,,nein,,,
